start
0.00392157 0.00392157 0.00392157
0.0666667 0.027451 0.027451
0.301961 0.247059 0.164706
0 0 0
0.00392157 0 0
0.0784314 0.0352941 0.0313726
0.00392157 0 0
0.00392157 0.00392157 0
0 0 0
0.0666667 0.0235294 0.0196078
0.00392157 0.00392157 0.00392157
0.0392157 0.0196078 0.0196078
0 0 0
0 0 0
0.0117647 0.00392157 0.00392157
0.0117647 0.00392157 0.00392157
0.0313726 0.0117647 0.00784314
0 0 0
0 0 0
0.054902 0.0313726 0.0235294
0.0313726 0.0156863 0.0117647
0.0784314 0.0509804 0.0313726
0.00392157 0.00392157 0.00392157
0 0 0
0.0666667 0.0313726 0.027451
0.00392157 0 0
0 0 0
0.0117647 0.00784314 0.00392157
0.00784314 0.00784314 0.00784314
0 0 0
0.0196078 0.0117647 0.00784314
0.00784314 0.00392157 0.00392157
0.0352941 0.027451 0.0196078
0.00392157 0.00392157 0
0.00784314 0.00392157 0.00392157
0.0352941 0.0156863 0.0117647
0 0 0
0.0392157 0.0235294 0.0156863
0.113725 0.054902 0.0509804
0.0156863 0.0117647 0.0117647
0.0235294 0.0156863 0.00784314
0.0313726 0.0313726 0.027451
0.0509804 0.0313726 0.0235294
0.0156863 0.0117647 0.00784314
0.0666667 0.0235294 0.0235294
0.0509804 0.0313726 0.0196078
0.109804 0.0509804 0.0470588
0.0431373 0.0235294 0.0156863
0.129412 0.0901961 0.0627451
0.027451 0.027451 0.0235294
0.054902 0.0470588 0.0470588
0.027451 0.0196078 0.0117647
0.0509804 0.0313726 0.0196078
0.0823529 0.0313726 0.0313726
0.00784314 0.00784314 0.00784314
0.0509804 0.0313726 0.0196078
0.0235294 0.0156863 0.00784314
0.0392157 0.0235294 0.0156863
0.0235294 0.0235294 0.0196078
0.0392157 0.0235294 0.0156863
0.0666667 0.0235294 0.0235294
0.0470588 0.0313726 0.0196078
0.0588235 0.0352941 0.027451
0.00392157 0.00392157 0
0.0509804 0.0313726 0.0235294
0.0313726 0.0352941 0.0313726
0.0156863 0.00784314 0.00392157
0.0745098 0.0509804 0.0352941
0.0509804 0.0313726 0.0196078
0.054902 0.0352941 0.0235294
0.0196078 0.0196078 0.0196078
0.0392157 0.027451 0.0196078
0.027451 0.027451 0.0235294
0.0313726 0.0196078 0.0196078
0.0156863 0.0117647 0.0117647
0.027451 0.0117647 0.0117647
0.0823529 0.0666667 0.0431373
0.0588235 0.0392157 0.0235294
0.0470588 0.0352941 0.0235294
0.0862745 0.0470588 0.0392157
0.0666667 0.0392157 0.0313726
0.0588235 0.0392157 0.027451
0.054902 0.0352941 0.0196078
0.0588235 0.0509804 0.027451
0.2 0.164706 0.137255
0.2 0.172549 0.12549
0.0509804 0.0431373 0.0196078
0.0705882 0.0627451 0.0352941
0.196078 0.160784 0.133333
0.0470588 0.0352941 0.0156863
0.211765 0.176471 0.145098
0.0666667 0.0509804 0.0313726
0.203922 0.172549 0.141176
0.0470588 0.0352941 0.0196078
0.105882 0.0666667 0.054902
0.0862745 0.054902 0.0352941
0.12549 0.105882 0.0823529
0.054902 0.0392157 0.027451
0.0784314 0.0666667 0.0392157
0.0588235 0.0352941 0.0196078
0.0862745 0.0509804 0.0392157
0.12549 0.105882 0.0784314
0.0784314 0.0470588 0.0352941
0.0823529 0.0666667 0.0431373
0.188235 0.156863 0.12549
0.054902 0.0392157 0.0235294
0.180392 0.156863 0.12549
0.0627451 0.0509804 0.027451
0.180392 0.156863 0.12549
0.203922 0.172549 0.141176
0.0901961 0.0588235 0.0431373
0.0509804 0.0392157 0.0196078
0.203922 0.172549 0.141176
0.0705882 0.0431373 0.027451
0.0862745 0.0588235 0.0392157
0.133333 0.0901961 0.0745098
0.145098 0.121569 0.0941177
0.109804 0.0901961 0.0666667
0.0666667 0.0392157 0.0313726
0.0627451 0.0509804 0.0313726
0.0823529 0.0470588 0.0352941
0.0666667 0.0431373 0.027451
0.12549 0.105882 0.0784314
0.0745098 0.0431373 0.0352941
0.0627451 0.0470588 0.027451
0.192157 0.160784 0.129412
0.196078 0.160784 0.133333
0.196078 0.14902 0.12549
0.0980392 0.0666667 0.0470588
0.0901961 0.0745098 0.0470588
0.192157 0.160784 0.129412
0.0745098 0.0470588 0.0313726
0.188235 0.156863 0.12549
0.0862745 0.0509804 0.0392157
0.133333 0.113725 0.0862745
0.0588235 0.0470588 0.027451
0.12549 0.105882 0.0784314
0.129412 0.109804 0.0862745
0.0705882 0.0431373 0.0313726
0.0862745 0.0509804 0.0392157
